"","CASE_STATUS","EMPLOYER_STATE","SOC_NAME","FULL_TIME_POSITION","PREVAILING_WAGE","PW_SOURCE","WAGE_RATE_OF_PAY_FROM","WORKSITE_STATE","DECISION_DURATION","EMPLOYMENT_DURATION"
"2383","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",61755,"OES",62000,"Mid-Atlantic",6,1092
"2384","CERTIFIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",54246,"Other",54246,"Southwest",6,1095
"2385","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",72218,"OES",80987,"West",6,786
"2386","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",55390,"OES",60000,"South",4,1095
"2390","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",63440,"OES",1e+05,"Mid-Atlantic",6,1094
"2392","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",66144,"OES",66144,"Mid-Atlantic",4,1092
"2394","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",57221,"OES",80000,"Midwest",6,1095
"2395","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",66518,"OES",66518,"Mid-Atlantic",6,1095
"2397","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",68370,"OES",68370,"Midwest",6,1094
"2399","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",76107,"OES",80000,"Midwest",6,1095
"2400","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",83304,"OES",84330,"South",6,1095
"2403","CERTIFIED","South","COMPUTER OCCUPATIONS, ALL OTHER","Y",51189,"Other",57000,"South",4,1095
"2404","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",67018,"OES",69875,"Southwest",6,517
"2405","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",103688,"OES",104000,"South",6,1095
"2406","CERTIFIED","Southwest","ACCOUNTANTS AND AUDITORS","N",24.08,"OES",24.08,"Southwest",6,1094
"2407","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",152880,"OES",165000,"West",6,1095
"2410","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",110032,"OES",115000,"New England",6,1095
"2411","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70221,"OES",88000,"Mid-Atlantic",7,1095
"2412","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106101,"OES",128275,"West",6,1095
"2413","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",63274,"OES",65000,"Southwest",6,1095
"2414","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64813,"Other",110000,"Mid-Atlantic",6,1095
"2415","CERTIFIED","Midwest","ACCOUNTANTS AND AUDITORS","N",20.25,"OES",20.25,"Midwest",6,1095
"2416","CERTIFIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",108992,"Other",140000,"Mid-Atlantic",4,1096
"2417","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",68723,"Other",90000,"Southwest",4,1095
"2419","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",104300,"Other",104300,"West",7,1095
"2420","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",66518,"OES",67000,"South",6,1095
"2421","CERTIFIED","South","ELECTRICAL ENGINEERS","Y",86882,"OES",113998,"South",6,1095
"2423","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",102544,"OES",102544,"Mid-Atlantic",4,1094
"2426","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",74818,"OES",83000,"South",4,1095
"2427","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70803,"OES",70803,"South",4,1096
"2431","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",69472,"OES",71000,"Southwest",6,1095
"2432","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",55390,"OES",62000,"South",6,1095
"2433","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",154003,"OES",2e+05,"Mid-Atlantic",7,1096
"2435","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",57907,"OES",75000,"Mid-Atlantic",6,1095
"2436","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64147,"OES",64147,"Mid-Atlantic",6,1095
"2437","CERTIFIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",90376,"Other",115000,"Mid-Atlantic",4,1096
"2439","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",53165,"Other",71500,"Mid-Atlantic",6,1096
"2440","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",77106,"Other",77106,"South",6,1095
"2442","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",90355,"Other",1e+05,"West",471,633
"2443","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",62754,"Other",65000,"Southwest",4,1095
"2444","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",74173,"OES",74173,"Midwest",6,1095
"2445","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",83200,"Southwest",6,1095
"2446","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",57533,"OES",75000,"West",6,1095
"2447","CERTIFIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",96325,"OES",96500,"West",6,1095
"2449","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",88421,"OES",1e+05,"South",6,1094
"2452","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",117936,"OES",118000,"Southwest",6,1094
"2453","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106623,"Other",120000,"West",7,1095
"2454","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",147222,"OES",150000,"West",6,1094
"2455","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",52874,"Other",80000,"South",6,1095
"2456","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",133016,"OES",133016,"West",6,1095
"2460","CERTIFIED","Southwest","MANAGEMENT ANALYSTS","Y",73674,"OES",73674,"Southwest",6,1095
"2461","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",102731,"OES",104444,"South",4,1095
"2462","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",110219,"OES",110219,"Mid-Atlantic",6,1095
"2463","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",80392,"Other",80400,"Mid-Atlantic",4,1089
"2464","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",62650,"OES",84000,"Midwest",6,1094
"2465","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",96720,"Other",106000,"West",6,1095
"2466","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",67122,"Other",67122,"South",6,1044
"2468","CERTIFIED","Mid-Atlantic","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",79227,"OES",83268,"Mid-Atlantic",6,1095
"2470","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",124675,"Other",125000,"West",6,1094
"2471","CERTIFIED","Mid-Atlantic","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",46675,"Other",47000,"Mid-Atlantic",6,1094
"2472","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",76170,"OES",123625,"West",6,1096
"2473","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",125000,"Mid-Atlantic",6,1095
"2475","CERTIFIED","Midwest","ELECTRICAL ENGINEERS","Y",59675,"OES",59675,"Midwest",7,1096
"2477","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",40.96,"Other",40.96,"Southwest",6,1095
"2479","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",121243,"OES",121243,"West",6,1095
"2480","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",66518,"OES",66518,"West",4,1095
"2481","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",103000,"West",4,1096
"2482","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",110490,"OES",110490,"South",4,1095
"2483","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",74443,"OES",84644,"West",6,1093
"2484","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",85925,"OES",95000,"West",6,1095
"2485","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",123115,"OES",123115,"West",4,1096
"2486","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",55390,"OES",60000,"South",6,1095
"2487","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",88733,"OES",88733,"West",6,1095
"2488","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",85197,"OES",92557,"Southwest",6,1095
"2489","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",105414,"OES",105500,"West",6,1095
"2490","CERTIFIED","Southwest","MANAGEMENT ANALYSTS","Y",60757,"OES",60757,"South",6,1095
"2491","CERTIFIED","Midwest","ACCOUNTANTS AND AUDITORS","Y",52749,"OES",60000,"South",40,1095
"2492","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",66248,"OES",79165,"Mid-Atlantic",6,1095
"2494","CERTIFIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",69056,"OES",90000,"South",7,1096
"2495","CERTIFIED","West","COMPUTER PROGRAMMERS","Y",93933,"OES",93933,"West",4,1094
"2496","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",46301,"OES",60000,"Southwest",6,1094
"2497","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83325,"OES",98000,"Mid-Atlantic",6,1096
"2505","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",63000,"Southwest",6,1095
"2506","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",61318,"OES",61318,"Midwest",47,1095
"2508","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",49005,"OES",90688,"South",6,1095
"2510","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",93142,"OES",98000,"New England",7,1094
"2512","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",71781,"OES",85000,"Mid-Atlantic",6,1095
"2513","CERTIFIED","West","COMPUTER PROGRAMMERS","Y",36546,"OES",55000,"Mid-Atlantic",6,1095
"2514","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70803,"OES",71000,"Mid-Atlantic",4,1096
"2515","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80870,"OES",81000,"West",6,499
"2516","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",56638,"OES",60000,"Mid-Atlantic",5,1095
"2518","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",50170,"OES",62000,"South",4,1095
"2519","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",92227,"OES",92227,"Midwest",6,1094
"2520","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",52166,"OES",71000,"Midwest",4,842
"2521","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83491,"OES",85000,"New England",4,1095
"2522","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68390,"Other",69500,"New England",6,1095
"2523","CERTIFIED","West","ACCOUNTANTS AND AUDITORS","N",22.73,"OES",24,"West",6,1095
"2524","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",70221,"Southwest",168,1095
"2528","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",65749,"OES",80000,"Mid-Atlantic",4,1095
"2530","CERTIFIED","Southwest","ELECTRICAL ENGINEERS","Y",110261,"OES",112965.32,"Southwest",6,1095
"2531","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",60050,"OES",63315,"West",7,1094
"2532","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",76773,"OES",90633,"Midwest",4,1095
"2534","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",63253,"Other",63500,"Mid-Atlantic",6,1095
"2535","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",88421,"OES",90000,"South",4,1095
"2536","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",62650,"OES",65000,"Midwest",6,1096
"2541","CERTIFIED","Southwest","ELECTRICAL ENGINEERS","Y",70886,"OES",70886,"Southwest",6,1095
"2543","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",53643,"Other",62000,"West",8,1086
"2544","CERTIFIED","South","MANAGEMENT ANALYSTS","Y",52062,"OES",62500,"Midwest",4,1095
"2546","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55910,"OES",60000,"Mid-Atlantic",6,1095
"2547","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",62650,"Other",63000,"Midwest",6,1094
"2548","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",79414,"OES",80000,"Southwest",6,1095
"2549","CERTIFIED","Mid-Atlantic","OPERATIONS RESEARCH ANALYSTS","Y",42557,"OES",70000,"New England",6,1095
"2550","CERTIFIED","Southwest","OPERATIONS RESEARCH ANALYSTS","Y",54059,"Other",80000,"Southwest",4,1096
"2551","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55910,"OES",60000,"Mid-Atlantic",6,1095
"2552","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",104936,"OES",125000,"Mid-Atlantic",7,1094
"2553","CERTIFIED","South","ELECTRICAL ENGINEERS","Y",66747,"OES",66747,"Midwest",6,1095
"2555","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",55661,"OES",61000,"Southwest",6,1095
"2556","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",55661,"Other",70000,"Southwest",4,1095
"2558","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55557,"OES",60000,"New England",6,1096
"2560","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",79040,"OES",79040,"Midwest",6,1095
"2562","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",82805,"OES",82805,"Mid-Atlantic",6,1095
"2563","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",80267,"OES",80267,"New England",4,1095
"2564","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",66539,"OES",66539,"South",6,1095
"2566","CERTIFIED","West","MANAGEMENT ANALYSTS","Y",104853,"OES",139220,"West",545,1094
"2567","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",52478,"OES",52478,"Midwest",6,1095
"2568","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",58677,"Other",60000,"South",358,730
"2569","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70886,"OES",70886,"Midwest",6,1096
"2572","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",76835,"OES",76840,"West",4,1094
"2573","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",103210,"OES",110000,"Mid-Atlantic",6,1096
"2574","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",64917,"OES",71409,"South",4,1022
"2576","CERTIFIED","West","FINANCIAL ANALYSTS","Y",65749,"OES",75000,"Mid-Atlantic",5,1095
"2578","CERTIFIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",69056,"OES",74108,"South",4,1095
"2579","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",89378,"OES",90000,"Mid-Atlantic",1159,1095
"2580","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55910,"OES",60000,"Mid-Atlantic",6,1095
"2582","CERTIFIED","Mid-Atlantic","MECHANICAL ENGINEERS","Y",79102,"OES",79102,"Mid-Atlantic",6,1096
"2584","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",65000,"Southwest",6,1094
"2585","CERTIFIED","South","MECHANICAL ENGINEERS","Y",71843,"OES",71843,"Midwest",6,1095
"2587","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",66518,"Other",67000,"Mid-Atlantic",4,1095
"2588","CERTIFIED","Southwest","PHYSICIANS AND SURGEONS, ALL OTHER","Y",187200,"OES",220000,"Southwest",4,1095
"2589","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",74173,"OES",74173,"Midwest",4,1019
"2590","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",74443,"OES",82765,"West",7,1093
"2591","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",57720,"Other",60000,"Mid-Atlantic",6,1095
"2592","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",154003,"OES",170000,"Mid-Atlantic",6,1096
"2594","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",45386,"OES",58000,"Southwest",6,1091
"2595","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",79477,"OES",89440.87,"West",6,1096
"2596","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",71906,"OES",72971,"Midwest",6,1095
"2597","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",76898,"Other",77000,"South",6,1095
"2598","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",116900,"West",175,1095
"2599","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",63000,"Southwest",6,475
"2600","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",62379,"Other",63000,"West",4,1095
"2602","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",67787,"OES",91948,"South",6,1093
"2603","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",86507,"OES",101800,"Mid-Atlantic",6,1095
"2604","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",93038,"OES",105500,"West",6,1095
"2605","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",93038,"OES",118000,"West",6,1095
"2606","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",102149,"West",7,1094
"2610","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",53560,"OES",60000,"South",6,1095
"2612","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",51064,"OES",60000,"Mid-Atlantic",6,1095
"2613","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",56826,"OES",65000,"Mid-Atlantic",6,1095
"2617","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",68827,"Southwest",4,1096
"2620","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",78998,"OES",79600,"West",6,1096
"2622","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",65187,"OES",81837,"South",6,659
"2623","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",75000,"Southwest",7,1094
"2624","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",78603,"OES",78603,"New England",7,1095
"2626","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",69701,"OES",120000,"Mid-Atlantic",6,1095
"2627","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",78957,"OES",79960,"Midwest",7,1095
"2628","CERTIFIED","Mid-Atlantic","MECHANICAL ENGINEERS","Y",63960,"OES",63960,"Mid-Atlantic",6,1095
"2629","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",52062,"OES",63000,"Midwest",6,1095
"2630","CERTIFIED","South","MANAGEMENT ANALYSTS","Y",85592,"OES",95000,"South",7,1095
"2635","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",62587,"OES",63849,"West",6,1093
"2640","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",76170,"OES",76170,"West",7,1093
"2641","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62574,"Other",63000,"Southwest",6,1095
"2644","CERTIFIED","New England","PHYSICIANS AND SURGEONS, ALL OTHER","Y",187200,"OES",225000,"New England",7,1095
"2647","CERTIFIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",95600,"Other",95600,"Southwest",6,1094
"2649","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",120000,"West",4,1095
"2651","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",92435,"OES",130000,"Southwest",7,1094
"2653","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",65187,"OES",65187,"South",4,1092
"2654","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",136573,"OES",136573,"West",6,1095
"2655","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",59779,"OES",62000,"Midwest",7,1095
"2656","CERTIFIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",78832,"OES",140000,"South",6,1094
"2657","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",67974,"Other",67974,"West",6,431
"2658","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",51667,"OES",51667,"Midwest",6,1095
"2659","CERTIFIED","Midwest","ELECTRICAL ENGINEERS","Y",74734,"OES",96000,"Midwest",7,1094
"2660","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",114795,"OES",122274,"West",6,1095
"2661","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",60528,"OES",66000,"South",6,769
"2663","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",94245,"OES",94245,"South",7,1093
"2664","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",68827,"Southwest",4,1096
"2667","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",29.79,"OES",30,"Midwest",6,1095
"2668","CERTIFIED","Midwest","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",58365,"OES",75000,"Midwest",6,1096
"2669","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70221,"OES",85000,"Mid-Atlantic",6,1095
"2670","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64813,"OES",65000,"Mid-Atlantic",5,1095
"2672","CERTIFIED","West","MANAGEMENT ANALYSTS","Y",57907,"OES",57907,"Southwest",6,1095
"2673","CERTIFIED","West","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",55058,"OES",110000,"West",4,1095
"2676","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",75941,"OES",84000,"West",6,1095
"2677","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",78395,"OES",78395,"South",6,1095
"2678","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",68266,"OES",70100,"Mid-Atlantic",6,1095
"2681","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",46613,"Other",65000,"West",4,1092
"2682","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",55931,"OES",79540,"Southwest",6,1096
"2683","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",101566,"OES",101566,"Southwest",6,1095
"2684","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106101,"OES",125000,"West",6,1095
"2685","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",87006,"OES",87006,"Midwest",4,1093
"2686","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",73902,"OES",75000,"Mid-Atlantic",6,1095
"2687","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",45677,"Other",45677,"West",4,1086
"2690","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",69098,"OES",69098,"Midwest",6,1095
"2691","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70304,"OES",77000,"Midwest",6,1095
"2692","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",46301,"OES",60000,"Southwest",4,1095
"2694","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70221,"OES",85000,"Mid-Atlantic",111,1095
"2695","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",65146,"OES",74825,"New England",4,760
"2696","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",55390,"OES",60000,"South",7,1095
"2697","CERTIFIED","Southwest","OPERATIONS RESEARCH ANALYSTS","Y",19.09,"OES",29,"Southwest",6,1096
"2698","CERTIFIED","New England","COMPUTER PROGRAMMERS","Y",84053,"Other",85000,"New England",4,1096
"2699","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",84718,"OES",95000,"West",6,816
"2700","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",26.17,"OES",30,"West",4,1095
"2701","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",51813,"OES",55000,"Midwest",1041,1096
"2702","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",58573,"OES",60000,"Midwest",4,1096
"2703","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",96138,"Other",130000,"West",6,1096
"2705","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",69000,"Southwest",6,1095
"2706","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",76461,"OES",76461,"Mid-Atlantic",6,1095
"2707","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",61734,"Other",63000,"Mid-Atlantic",6,1095
"2709","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",115981,"OES",250000,"Midwest",4,1096
"2710","CERTIFIED","West","COMPUTER PROGRAMMERS","Y",48131,"OES",60000,"South",86,1095
"2712","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",62213,"OES",63211,"South",4,1095
"2714","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",136573,"OES",136573,"West",4,1095
